mary_baker_eddy	place_of_death	newton_massachusetts
robert_smith_1757	place_of_death	baltimore
adam_ulam	nationality	united_states
akhenaten	parents	tiye
thorsten_nordenfelt	ethnicity	swedish_people
william_lyne_wilson	place_of_birth	charles_town
william_keil	place_of_death	united_states
dean_conant_worcester	location	vermont
henry_chapman_mercer	gender	male
nicolas_robert	gender	male
dan_kiley	place_of_death	montpelier
jane_cowl	location	boston_massachusetts
bob_braun	gender	male
edwin_forbes	place_of_death	brooklyn
louis_jehotte	gender	male
minnesota_fats	place_of_birth	new_york
john_taylor_wood	place_of_death	city_of_halifax
piam	place_of_birth	bangkok
giorgio_bianchi	place_of_birth	rome
hasdai_ibn_shaprut	nationality	spain
dominik_hieronim_radziwill	gender	male
carol_truax	gender	female
vic_chesnutt	profession	singer-songwriter
joseph_black	institution	university_of_edinburgh
levon_shant	profession	writer
florence_vidor	gender	female
rod_serling	location	syracuse_new_york
romulo_gallegos	place_of_birth	caracas
john_f_kennedy_jr	parents	jacqueline_kennedy_onassis
fiorenzo_di_lorenzo	gender	male
bismillah_khan	religion	shia_islam
roger_hargreaves	location	cleckheaton
welf_vi	gender	male
art_scholl	nationality	united_states
marvin_ash	nationality	united_states
beatriz_of_portugal	spouse	infante_fernando_duke_of_viseu
mark_aitchison_young	gender	male
james_starley	place_of_death	coventry
john_pringle	institution	university_of_edinburgh
dagmar_nordstrom	nationality	united_states
adolf_erik_nordenskiold	place_of_birth	helsinki
barnett_newman	profession	artist
dorothy_burlingham_tiffany	gender	female
sofiko_chiaureli	profession	actor
theodor_bilharz	place_of_death	cairo
clemente_biondetti	profession	racecar_driver
edward_j_king	gender	male
altaf_husain	profession	journalist
joseph_s_clark	institution	university_of_pennsylvania
vladimir_horowitz	profession	pianist
arthur_joseph_davis	gender	male
speedy_dado	place_of_birth	manila
john_ridgely	place_of_birth	chicago
andrei_bely	place_of_birth	moscow
edward_coke	nationality	united_kingdom
charles_peguy	location	centre_france
maximilian_wilhelm_of_brunswick_luneburg	nationality	germany
domitia_longina	gender	female
daniel_chappie_james_jr	location	pensacola
charles_j_mccarthy	gender	male
william_aberhart	place_of_birth	ontario
john_c_calhoun	profession	lawyer
menachem_begin	ethnicity	jew
frankie_kennedy	gender	male
louis_de_jaucourt	gender	male
orville_wright	profession	publisher
neil_mcneil	nationality	canada
francois_ravaillac	gender	male
willard_libby	gender	male
adrian_rogers	gender	male
mohamed_atta	cause_of_death	suicide
laura_la_plante	place_of_death	woodland_hills
h_jones	institution	royal_military_academy_sandhurst
ibn_maja	gender	male
agnes_bernauer	gender	female
traian_demetrescu	place_of_birth	craiova
michael_oconnor_1810	gender	male
conny_plank	gender	male
moses_gaster	profession	rabbi
hong_xiu_mao	location	flushing_queens
charles_paul_de_kock	profession	novelist
gene_autry	cause_of_death	lymphoma
arturo_alessandri	place_of_death	santiago_chile
hans_merensky	nationality	germany
hugo_wolf	gender	male
gino_bartali	profession	professional_road_racing_cyclist
john_lafayette_riker	location	new_york_county
kaifi_azmi	nationality	india
bhumi_jensen	gender	male
nicolas-claude_fabri_de_peiresc	gender	male
t_e_lawrence	institution	magdalen_college_oxford
pio_pico	nationality	spain
ada_cornaro	gender	female
auguste_regnaud_de_saint_jean_dangely	location	paris
ruth_roland	place_of_birth	san_francisco
joseph_leslie_broadbent	religion	church_of_jesus_christ_of_latter-day_saints
barbara_ruick	profession	singer
bathilde_dorleans	parents	louise_henriette_de_bourbon_conti
gerald_l_baliles	profession	businessperson
guido_henckel_von_donnersmarck	nationality	germany
alfred_b_kittredge	institution	yale_university
albin_roussin	profession	politician
charles_victor_de_bonstetten	place_of_birth	berne
anna_moffo	place_of_death	new_york
alice_brown_1856	profession	playwright
feng_guozhang	nationality	china
john_stonehouse	institution	london_school_of_economics
george_eliot	place_of_birth	nuneaton
willard_libby	place_of_birth	colorado
alexander_fersman	place_of_death	sochi
james_hamilton_1st_duke_of_abercorn	nationality	scotland
frank_hiscock	profession	lawyer
robert_a_good	cause_of_death	cancer
philippe_ricord	place_of_birth	baltimore
oskar_kokoschka	profession	painter
erik_jan_hanussen	nationality	austria
joe_stydahar	location	pennsylvania
arcadia_bandini_de_stearns_baker	gender	female
luther_allison	location	arkansas
fuzzy_vandivier	gender	male
manfred_von_richthofen	location	swidnica
alexander_fleming	institution	university_of_westminster
a_j_cronin	nationality	united_kingdom
rudi_gernreich	place_of_death	los_angeles
emil_haussmann	gender	male
jack_kruschen	place_of_death	chandler
george_stevens	profession	cinematographer
john_alexander_forrest	profession	politician
john_archibald_campbell	nationality	united_states
seaborn_roddenbery	gender	male
teofilo_marxuach	location	san_juan_puerto_rico
franco_assetto	spouse	betty_freeman
kurt_tank	gender	male
srinivasa_ramanujan	nationality	india
erich_fellgiebel	place_of_death	berlin
charlie_chaplin	parents	hannah_chaplin
robert_t_monagan	gender	male
piotr_gladki	nationality	poland
rene_bond	cause_of_death	cirrhosis
max_jacob	religion	judaism
albrecht_vii_of_schwarzburg-rudolstadt	place_of_birth	sondershausen
bernhard_schwentner	profession	chaplain
miguel_najdorf	place_of_birth	grodzisk_mazowiecki
henry_i_the_bearded	nationality	poland
john_e_rickards	religion	methodism
frank_brownlee	profession	actor
inge_lehmann	gender	female
stefan_rowecki	place_of_birth	piotrkow_trybunalski
severin_lovenskiold	place_of_birth	porsgrunn
katharine_lee_bates	profession	professor
leopold_ii_of_belgium	children	prince_leopold_duke_of_brabant
mary_lou_williams	place_of_death	durham_north_carolina
ernst_friedrich_zwirner	gender	male
robert_roosevelt	profession	politician
charles_champion_gilbert	gender	male
robert_e_lee	gender	male
roger_b_chaffee	place_of_birth	grand_rapids
siobhan_dowd	nationality	united_kingdom
ernest_hemingway	gender	male
erich_ollenhauer	gender	male
ranjitram_mehta	location	gujarat
austin_lane_crothers	religion	presbyterianism
john_field	place_of_death	moscow
alfonso_of_spain_prince_of_asturias	parents	alfonso_xiii_of_spain
shenton_thomas	gender	male
ogura_yonesuke_itoh	nationality	japan
joachim_von_ribbentrop	place_of_birth	wesel
gabriel_baranovskii	location	odessa
clive_bell	institution	trinity_college_cambridge
rudolf_virchow	nationality	germany
frederick_schule	gender	male
scott_hayden	gender	male
jean_dubuc	location	vermont
count_palatine_frederick_michael_of_zweibrucken	gender	male
jutta_hipp	profession	jazz_pianist
sourou-migan_apithy	profession	politician
aston_webb	profession	architect
ulrich_i_of_east_frisia	children	edzard_i_of_east_frisia
al_bridwell	location	portsmouth_ohio
john_f_fitzgerald	profession	mayor
luther_burbank	gender	male
william_ii_of_the_netherlands	children	william_iii_of_the_netherlands
k_s_raja	profession	journalist
virgil_exner	location	ann_arbor
john_c_meyer	place_of_birth	brooklyn
david_newman_1933	cause_of_death	pancreatic_cancer
henry_latimer	profession	physician
arthur_duffey	nationality	united_states
william_amherst_3rd_earl_amherst	institution	eton_college
john_engels	place_of_death	vermont
hermann_munk	nationality	germany
steven_gilborn	place_of_birth	new_rochelle
james_a_bland	institution	howard_university
sviatoslav_i_of_kiev	parents	olga_of_kiev
william_h_hunt	gender	male
dositej_obradovic	gender	male
ida_straus	nationality	united_states
adam_j_slemmer	gender	male
robert_w_porter_jr	location	nebraska
william_cooley	profession	merchant
seleucus_iii_ceraunus	gender	male
claude_perrault	nationality	france
cherokee_fisher	nationality	united_states
kenesaw_mountain_landis	location	ohio
elisabeth_louise_vigee_le_brun	location	saint_petersburg
john_huston	spouse	evelyn_keyes
warring_kennedy	place_of_death	toronto
ellen_gottschalch_1894	gender	female
thomas_vincent_welch	location	niagara_falls_new_york
robert_s_mulliken	gender	male
gottfried_lengnich	place_of_birth	gdansk
simon_fraser_15th_lord_lovat	religion	catholicism
charles_hotham	gender	male
totta_naslund	gender	male
john_von_collas	gender	male
franz_joseph_spiegler	gender	male
nadezda_petrovic	location	cacak
fra_mauro	gender	male
robert_caesar_childers	religion	buddhism
frank_perry	gender	male
john_t_lavoie	place_of_death	american_airlines_flight_383_crash_site
edward_lawrie_tatum	place_of_death	new_york
louise_beavers	gender	female
angelique_pettyjohn	gender	female
bea_benaderet	gender	female
geraldine_ulmar	gender	female
annie_rosar	gender	female
elizabeth_plantagenet	parents	blanche_of_lancaster
john_maurice_of_nassau	nationality	netherlands
herman_ashworth	cause_of_death	lethal_injection
john_clarke_1609	profession	politician
eadgifu_of_england	parents	edward_the_elder
ayn_rand	location	saint_petersburg
swami_vivekananda	institution	university_of_calcutta
marshall_rosenbluth	nationality	united_states
edwin_p_morrow	parents	thomas_z_morrow
juan_pablo_bonet	place_of_death	spain
sergei_botkin	profession	physician
johann_joseph_abert	nationality	germany
anders_ahlgren	gender	male
stefan_zweig	profession	librettist
edwin_a_mcalpin	gender	male
leopoldo_odonnell_1st_duke_of_tetuan	place_of_birth	santa_cruz_de_tenerife
tommaso_salvadori	place_of_death	turin
francesco_durante	place_of_death	naples
owen_willans_richardson	nationality	england
wyman_b_s_moor	gender	male
isaac_de_pinto	profession	writer
bodil_kjer	nationality	denmark
arthur_hunter_palmer	place_of_birth	armagh
delmer_daves	gender	male
hunt_stromberg	nationality	united_states
goodloe_harper_bell	gender	male
heinrich_mucke	place_of_birth	wroclaw
carey_bell	place_of_death	chicago
humphrey_bogart	spouse	lauren_bacall
james_wolfe	place_of_death	quebec
saint_lambert_0636	gender	male
elbridge_gerry	religion	anglicanism
eudora_welty	institution	university_of_wisconsin
charlotte_hawkins_brown	location	greensboro
ben_grauer	nationality	united_states
patrick_blackett_baron_blackett	profession	scientist
alexander_langmuir	nationality	united_states
henry_gantt	place_of_birth	calvert_county
frank_hastings_hamilton	profession	surgeon
pope_clement_iii	location	rome
robert_hofstadter	profession	physicist
christian_august_selmer	place_of_birth	halden
old_ich_lipsky	profession	film_director
francesco_hayez	place_of_death	milan_italy
juan_montalvo	profession	writer
lobengula	parents	mzilikazi
joachim_visconti	place_of_birth	rome
charles_emil_lewenhaupt	gender	male
john_sackville_3rd_duke_of_dorset	nationality	united_kingdom
marty_feldman	profession	television_writer
charlotte_aglae_of_orleans	nationality	france
levi_yitzchak_schneerson	gender	male
andrew_lang	gender	male
gordon_gould	place_of_birth	new_york
william_asher_jr	gender	male
eduard_morike	gender	male
friedrich_ludwig_zacharias_werner	religion	roman_catholic_church
salim_ali	religion	islam
fritz_grunbaum	place_of_death	dachau
jan_miense_molenaer	spouse	judith_leyster
ted_grant	place_of_birth	germiston_gauteng
george_long_duyckinck	profession	writer
martin_l_clardy	nationality	united_states
daniel_d_pratt	profession	lawyer
pavel_janak	place_of_birth	prague
kirby_puckett	profession	baseball_player
katharine_coman	nationality	united_states
goldie_anthony	nationality	united_states
william_russell_grace	location	new_york
john_mckenna	gender	male
francisco_de_la_lastra	location	santiago_dominican_republic
joseph_b_noil	ethnicity	african_american
victor_young	place_of_death	palm_springs
albert_jacquard	institution	ecole_polytechnique
julia_evangeline_brooks	ethnicity	african_american
patrick_ofarrell	institution	australian_national_university
isabella_of_france	location	paris
john_meehan	gender	male
gary_gygax	cause_of_death	abdominal_aortic_aneurysm
thomas_stanley_matthews	institution	kenyon_college
tukaram	nationality	india
george_moore	location	county_mayo
jose_figueroa_alcorta	profession	lawyer
isaac_asimov	profession	actor
bernhard_rogge	ethnicity	jew
richard_cromwell_1910	nationality	united_states
bertrand_russell	profession	physician
barnes_wallis	gender	male
bartolomeo_manfredi	nationality	italy
william_wilson_corcoran	nationality	united_states
frans_blom	gender	male
raghavendra_swami	gender	male
francis_parkman	location	boston_massachusetts
alec_issigonis	gender	male
evelyn_laye	location	london
mimi_smith	location	liverpool
ajith_kumar	nationality	india
james_edward_keeler	profession	astronomer
alexander_macdonald	place_of_birth	inverness_county_nova_scotia
fred_lane	nationality	united_states
yevgeny_khaldei	ethnicity	jew
john_robinson_pierce	profession	engineer
black_kettle	place_of_birth	black_hills
eric_gascoigne_robinson	gender	male
james_h_wilkinson	place_of_death	teddington
leonarda_cianciulli	gender	female
ernest_macmillan	institution	university_of_toronto
ted_breitenstein	profession	baseball_player
ismet_inonu	place_of_birth	izmir
david_lieber	institution	city_college_of_new_york
bill_yates	place_of_death	norwalk
augustus_louis_chetlain	place_of_birth	st_louis_missouri
nadarajah_raviraj	profession	politician
melchior_anderegg	nationality	switzerland
henry_watkins_allen	religion	presbyterianism
pierre_paul_emile_roux	profession	scientist
george_byng_3rd_earl_of_strafford	nationality	united_kingdom
feza_gursey	profession	scientist
joe_lee_johnson	cause_of_death	cancer
gustav_klimt	nationality	austria
bar-hebraeus	place_of_birth	malatya
boris_hessen	gender	male
marie_mcdonald	profession	pin-up_girl
hezekiah	children	manasseh_of_judah
william_cargill	place_of_death	dunedin
charles_w_field	place_of_death	washington_united_states
louise_fitzhugh	profession	novelist
valentin_pavlov	place_of_death	moscow
louis_ii_cardinal_of_guise	place_of_death	chateau_de_blois
mathew_ector	location	marshall
gheorghe_tomozei	nationality	romania
robert_h_brooks	location	south_carolina
samuel_schafler	gender	male
billy_daniels	gender	male
ingeborg_hunzinger	place_of_birth	berlin
friedrich_wilhelm_schadow	place_of_death	dusseldorf
patrick_white	location	sydney
charles_marshall	place_of_death	baltimore
katarina_stenbock	gender	female
camille_saint-saens	place_of_death	algiers
gus_yatron	location	pennsylvania
charles_cooley	place_of_birth	ann_arbor
roscoe_lee_browne	location	woodbury_new_jersey
charles_mcneill_gray	gender	male
e_fay_jones	nationality	united_states
william_shield	profession	violist
john_f_dryden	location	maine
anna_russell	profession	singer
nelly_sachs	nationality	germany
elizabeth_plantagenet	nationality	kingdom_of_england
adeyemo_alakija	gender	male
tokugawa_iemitsu	gender	male
cyril_radcliffe_1st_viscount_radcliffe	nationality	england
johannes_rau	religion	protestantism
ignacy_hryniewiecki	profession	politician
james_fitzjames_stephen	institution	trinity_college_cambridge
claude_etienne_pernet	religion	roman_catholic_church
sergey_yablonsky	profession	mathematician
hannah_snell	profession	soldier
mark_robson	place_of_birth	montreal
hale_boggs	cause_of_death	airplane_crash
richard_trevithick	ethnicity	cornish_people
annie_montague_alexander	place_of_death	oakland_california
nicolaas_gerard_pierson	gender	male
thomas_s_gates_jr	location	pennsylvania
waldemar_levy_cardoso	gender	male
branislaw_tarashkyevich	gender	male
batu_khan	gender	male
qaysin_quli	place_of_birth	russian_empire
adam_mickiewicz	place_of_birth	navahradak
david_samanez_ocampo	nationality	peru
lottie_dod	profession	golfer
george_b_mcclellan	profession	general
horatio_bridge	nationality	united_states
stefan_vladislav_i_of_serbia	parents	stephen_ii_of_serbia
gustav_lindenthal	profession	civil_engineer
jaroslav_foglar	place_of_death	prague
prince_leopold_duke_of_brabant	place_of_death	royal_castle_of_laeken
john_foxe	location	boston_united_kingdom
patrick_henry_bruce	gender	male
charles_i_of_sicily	spouse	beatrice_of_provence
felim_oneill_of_kinard	cause_of_death	hanging
emil_theodor_kocher	place_of_birth	berne
isaac_buchanan	location	hamilton_ontario
caleb_lyon	profession	politician
martins_pena	nationality	brazil
leopoldo_mugnone	profession	opera_composer
olivia_manning	place_of_death	isle_of_wight
karl_eduard_von_holtei	place_of_birth	wroclaw
otto_william_duke_of_burgundy	spouse	adelaide_of_anjou
john_rostek	profession	racecar_driver
clement_vallandigham	cause_of_death	gunshot
barent_fabritius	location	north_holland
renato_castellani	nationality	italy
george_willis_1839	place_of_birth	boston_massachusetts
chris_heyde	place_of_birth	sydney
julius_furst	nationality	germany
haidakhan_babaji	religion	hindu
laura_ingalls_wilder	gender	female
theodore_svetoslav_of_bulgaria	children	george_ii_of_bulgaria
harry_solter	profession	actor
harriet_elizabeth_prescott_spofford	gender	female
thomas_f_healy	nationality	united_states
john_manners_sutton_3rd_viscount_canterbury	nationality	united_kingdom
ernst_von_bergmann	profession	surgeon
alexander_aaronsohn	gender	male
georg_groscurth	cause_of_death	hanging
sten_andersson	gender	male
galileo_galilei	location	pisa
nellie_fox	nationality	united_states
henry_timberlake	place_of_birth	hanover_county
lee_garmes	place_of_death	los_angeles
jim_cairns	institution	university_of_melbourne
peter_scott	parents	kathleen_scott
john_loudon_mcadam	profession	civil_engineer
yusuf	profession	prophet
james_gillespie_graham	gender	male
jimmy_w_phipps	gender	male
alice_coltrane	place_of_birth	detroit_michigan
harry_aubrey_toulmin_sr	gender	male
bob_considine	institution	george_washington_university
glenn_ford	place_of_death	beverly_hills
john_wood_the_elder	place_of_death	bath
wojciech_korfanty	nationality	germany
gerard_sagredo	gender	male
leevi_madetoja	gender	male
calhoun_allen	institution	centenary_college_of_louisiana
george_wallace	nationality	united_states
ryan_patrick_bellar	cause_of_death	gunshot
bonifazio_veronese	place_of_birth	verona
barbara_bates	cause_of_death	carbon_monoxide_poisoning
arthur_l_wagner	institution	united_states_military_academy
gerard_salton	place_of_birth	nuremberg
elsa_von_freytag-loringhoven	nationality	germany
lewis_fry_richardson	location	england
annette_kellerman	place_of_birth	sydney
william_temple_hornaday	gender	male
john_f_fitzgerald	location	boston_massachusetts
oliver_wendell_holmes_sr	profession	novelist
eila_hiltunen	gender	female
jonas_salk	institution	new_york_university
john_e_fogarty	location	providence
evangelista_torricelli	place_of_birth	faenza
